timestamp,angle_axis_x,angle_axis_y,angle_axis_z,angle_axis_cos,angle_axis_sin,pos_N,pos_E,pos_D,vel_N,vel_E,vel_D,accel_x,accel_y,accel_z,pos_uncert,vel_uncert
74.781,-0.643,0.376,-0.668,0.608,0.794,0.343,-0.192,4.385,-1.127,-5.613,3.617,2.919,-2.615,-9.820,3.477,1.544
74.821,-0.642,0.370,-0.671,0.591,0.806,0.325,-0.373,4.423,-1.227,-5.884,3.705,2.843,-2.630,-9.758,3.493,1.546
74.821,-0.641,0.372,-0.672,0.595,0.803,0.347,-0.342,4.338,-1.195,-5.863,3.667,2.843,-2.626,-9.767,3.465,1.540
74.881,-0.636,0.369,-0.678,0.570,0.821,0.304,-0.631,4.421,-1.366,-6.276,3.808,2.857,-2.613,-9.850,3.504,1.547
74.881,-0.632,0.373,-0.679,0.576,0.817,0.329,-0.586,4.319,-1.329,-6.250,3.760,2.857,-2.605,-9.862,3.476,1.540
74.941,-0.626,0.370,-0.686,0.551,0.834,0.285,-0.886,4.398,-1.504,-6.660,3.893,2.921,-2.560,-9.966,3.515,1.547
74.941,-0.623,0.372,-0.688,0.558,0.830,0.314,-0.830,4.290,-1.461,-6.629,3.841,2.921,-2.552,-9.977,3.488,1.540
74.941,-0.621,0.373,-0.689,0.563,0.827,0.338,-0.784,4.202,-1.428,-6.604,3.802,2.921,-2.546,-9.985,3.461,1.533
74.981,-0.618,0.369,-0.694,0.546,0.838,0.305,-0.989,4.256,-1.551,-6.874,3.892,2.965,-2.513,-9.979,3.479,1.537
74.981,-0.616,0.371,-0.695,0.550,0.835,0.326,-0.940,4.172,-1.521,-6.849,3.854,2.965,-2.507,-9.986,3.454,1.530
75.041,-0.612,0.364,-0.702,0.523,0.852,0.259,-1.276,4.291,-1.732,-7.259,4.010,2.919,-2.532,-9.963,3.493,1.538
75.041,-0.609,0.366,-0.704,0.528,0.849,0.283,-1.216,4.196,-1.698,-7.230,3.967,2.918,-2.524,-9.971,3.467,1.532
75.101,-0.603,0.363,-0.710,0.504,0.864,0.212,-1.561,4.308,-1.908,-7.631,4.117,2.916,-2.510,-10.008,3.507,1.540
75.101,-0.601,0.364,-0.712,0.509,0.861,0.240,-1.489,4.204,-1.865,-7.596,4.069,2.915,-2.503,-10.015,3.481,1.533
75.101,-0.599,0.365,-0.713,0.514,0.858,0.265,-1.425,4.113,-1.829,-7.566,4.030,2.914,-2.498,-10.021,3.455,1.526
75.161,-0.594,0.361,-0.719,0.487,0.873,0.180,-1.787,4.234,-2.054,-7.965,4.186,2.925,-2.503,-10.033,3.495,1.536
75.161,-0.591,0.362,-0.721,0.493,0.870,0.207,-1.709,4.128,-2.013,-7.929,4.139,2.923,-2.496,-10.038,3.469,1.529
75.201,-0.588,0.358,-0.725,0.478,0.878,0.158,-1.932,4.168,-2.145,-8.177,4.226,2.911,-2.489,-10.007,3.487,1.534
75.201,-0.587,0.359,-0.726,0.484,0.875,0.186,-1.850,4.058,-2.098,-8.139,4.178,2.910,-2.483,-10.012,3.462,1.527
75.261,-0.583,0.353,-0.732,0.458,0.889,0.090,-2.231,4.178,-2.331,-8.527,4.334,2.900,-2.471,-10.063,3.501,1.538
75.261,-0.581,0.354,-0.733,0.464,0.886,0.121,-2.139,4.060,-2.281,-8.486,4.283,2.898,-2.465,-10.067,3.475,1.531
75.261,-0.580,0.355,-0.733,0.469,0.883,0.148,-2.055,3.952,-2.237,-8.449,4.239,2.896,-2.461,-10.071,3.450,1.524
75.321,-0.574,0.351,-0.740,0.443,0.897,0.042,-2.452,4.074,-2.482,-8.835,4.397,2.913,-2.469,-10.083,3.489,1.536
75.321,-0.572,0.352,-0.741,0.448,0.894,0.072,-2.355,3.950,-2.433,-8.793,4.345,2.910,-2.463,-10.087,3.463,1.529
75.361,-0.569,0.349,-0.745,0.433,0.901,0.007,-2.594,3.987,-2.579,-9.032,4.431,2.909,-2.424,-10.087,3.481,1.535
75.361,-0.567,0.350,-0.745,0.439,0.898,0.037,-2.493,3.859,-2.527,-8.988,4.378,2.906,-2.419,-10.090,3.455,1.528
75.421,-0.562,0.347,-0.751,0.414,0.910,-0.081,-2.902,3.970,-2.774,-9.359,4.532,2.894,-2.426,-10.082,3.494,1.542
75.421,-0.560,0.348,-0.752,0.420,0.907,-0.046,-2.788,3.827,-2.714,-9.312,4.473,2.891,-2.421,-10.084,3.468,1.535
75.481,-0.555,0.343,-0.757,0.397,0.918,-0.167,-3.199,3.920,-2.953,-9.671,4.619,2.872,-2.387,-10.074,3.507,1.550
75.481,-0.554,0.344,-0.758,0.405,0.914,-0.125,-3.071,3.758,-2.882,-9.619,4.553,2.868,-2.382,-10.075,3.480,1.542
75.481,-0.554,0.344,-0.758,0.411,0.912,-0.088,-2.953,3.609,-2.817,-9.571,4.494,2.864,-2.379,-10.077,3.453,1.534
75.541,-0.550,0.341,-0.762,0.385,0.923,-0.224,-3.382,3.717,-3.074,-9.931,4.648,2.899,-2.400,-10.127,3.492,1.551
75.541,-0.550,0.342,-0.762,0.391,0.920,-0.188,-3.253,3.561,-3.009,-9.880,4.586,2.894,-2.396,-10.128,3.465,1.543
75.581,-0.547,0.341,-0.765,0.376,0.926,-0.270,-3.502,3.574,-3.158,-10.099,4.667,2.860,-2.370,-10.078,3.482,1.553
75.581,-0.546,0.342,-0.765,0.384,0.923,-0.232,-3.369,3.412,-3.090,-10.047,4.604,2.855,-2.366,-10.078,3.455,1.545
75.641,-0.543,0.337,-0.769,0.360,0.933,-0.374,-3.806,3.501,-3.340,-10.396,4.753,2.899,-2.400,-10.108,3.494,1.565
75.641,-0.543,0.338,-0.769,0.368,0.930,-0.330,-3.658,3.322,-3.259,-10.341,4.682,2.893,-2.397,-10.107,3.467,1.556
75.641,-0.543,0.338,-0.768,0.374,0.927,-0.289,-3.520,3.154,-3.185,-10.288,4.618,2.888,-2.394,-10.107,3.440,1.549
75.701,-0.539,0.336,-0.772,0.350,0.937,-0.438,-3.968,3.240,-3.440,-10.632,4.766,2.859,-2.341,-10.090,3.479,1.570
75.701,-0.538,0.337,-0.772,0.359,0.933,-0.393,-3.816,3.056,-3.359,-10.576,4.695,2.852,-2.337,-10.089,3.452,1.562
75.741,-0.536,0.336,-0.774,0.345,0.939,-0.486,-4.070,3.052,-3.503,-10.783,4.772,2.835,-2.342,-10.048,3.469,1.574
75.741,-0.537,0.337,-0.774,0.352,0.936,-0.445,-3.914,2.870,-3.422,-10.726,4.702,2.828,-2.340,-10.047,3.442,1.566
75.801,-0.532,0.334,-0.778,0.330,0.944,-0.605,-4.368,2.945,-3.676,-11.058,4.849,2.820,-2.366,-10.086,3.482,1.589
75.801,-0.533,0.335,-0.777,0.339,0.941,-0.558,-4.197,2.746,-3.585,-10.998,4.771,2.812,-2.363,-10.083,3.454,1.581
75.861,-0.529,0.332,-0.781,0.317,0.948,-0.723,-4.653,2.810,-3.836,-11.323,4.914,2.812,-2.339,-10.077,3.494,1.606
75.861,-0.529,0.333,-0.781,0.327,0.945,-0.670,-4.470,2.597,-3.738,-11.259,4.832,2.803,-2.336,-10.074,3.465,1.597
75.861,-0.530,0.334,-0.779,0.335,0.942,-0.623,-4.298,2.397,-3.646,-11.199,4.756,2.794,-2.334,-10.071,3.437,1.588
75.921,-0.527,0.331,-0.783,0.313,0.950,-0.790,-4.762,2.458,-3.894,-11.521,4.899,2.796,-2.319,-10.056,3.479,1.616
75.921,-0.527,0.332,-0.782,0.323,0.946,-0.736,-4.575,2.243,-3.792,-11.458,4.815,2.786,-2.317,-10.051,3.449,1.607
75.961,-0.526,0.331,-0.784,0.312,0.950,-0.832,-4.827,2.208,-3.924,-11.647,4.883,2.734,-2.323,-10.027,3.468,1.623
75.961,-0.527,0.332,-0.782,0.321,0.947,-0.779,-4.637,1.992,-3.821,-11.583,4.801,2.724,-2.321,-10.023,3.439,1.614
76.021,-0.522,0.330,-0.786,0.302,0.953,-0.950,-5.105,2.041,-4.066,-11.893,4.940,2.709,-2.306,-10.029,3.482,1.644
76.021,-0.523,0.332,-0.785,0.312,0.950,-0.890,-4.899,1.810,-3.955,-11.825,4.851,2.697,-2.303,-10.022,3.452,1.634
76.021,-0.524,0.333,-0.784,0.322,0.947,-0.837,-4.707,1.593,-3.851,-11.761,4.768,2.685,-2.302,-10.016,3.423,1.626
76.081,-0.521,0.330,-0.787,0.303,0.953,-1.009,-5.183,1.638,-4.088,-12.069,4.908,2.702,-2.312,-9.992,3.467,1.658
76.081,-0.523,0.331,-0.786,0.313,0.950,-0.948,-4.974,1.407,-3.972,-12.001,4.819,2.690,-2.310,-9.985,3.437,1.648
76.121,-0.521,0.330,-0.787,0.305,0.952,-1.045,-5.229,1.360,-4.093,-12.182,4.884,2.662,-2.289,-9.961,3.457,1.668
76.121,-0.522,0.331,-0.786,0.315,0.949,-0.986,-5.020,1.133,-3.979,-12.114,4.796,2.648,-2.287,-9.953,3.428,1.658
76.181,-0.520,0.330,-0.788,0.296,0.955,-1.163,-5.501,1.171,-4.221,-12.413,4.935,2.588,-2.380,-10.017,3.473,1.693
76.181,-0.521,0.332,-0.786,0.308,0.951,-1.100,-5.276,0.931,-4.097,-12.342,4.842,2.572,-2.378,-10.009,3.443,1.683
76.181,-0.523,0.333,-0.784,0.318,0.948,-1.043,-5.065,0.707,-3.982,-12.274,4.756,2.557,-2.376,-10.002,3.414,1.674
76.241,-0.521,0.330,-0.787,0.301,0.954,-1.221,-5.552,0.747,-4.207,-12.567,4.896,2.590,-2.216,-9.858,3.461,1.711
76.241,-0.524,0.332,-0.785,0.312,0.950,-1.158,-5.326,0.512,-4.081,-12.495,4.804,2.574,-2.214,-9.849,3.431,1.701
76.301,-0.520,0.332,-0.787,0.297,0.955,-1.335,-5.809,0.545,-4.303,-12.784,4.938,2.566,-2.266,-9.933,3.479,1.739
76.301,-0.522,0.333,-0.785,0.310,0.951,-1.266,-5.566,0.299,-4.168,-12.708,4.841,2.547,-2.263,-9.921,3.448,1.728
76.341,-0.521,0.333,-0.786,0.304,0.953,-1.365,-5.811,0.239,-4.269,-12.872,4.899,2.493,-2.279,-9.917,3.470,1.751
76.341,-0.524,0.334,-0.783,0.316,0.949,-1.301,-5.569,-0.001,-4.134,-12.796,4.804,2.473,-2.276,-9.906,3.440,1.741
76.401,-0.522,0.332,-0.786,0.303,0.953,-1.480,-6.054,0.028,-4.346,-13.075,4.939,2.470,-2.269,-9.854,3.490,1.782
76.401,-0.524,0.334,-0.783,0.316,0.949,-1.411,-5.795,-0.220,-4.202,-12.994,4.839,2.448,-2.266,-9.840,3.459,1.771
76.401,-0.527,0.335,-0.781,0.329,0.944,-1.349,-5.554,-0.451,-4.068,-12.917,4.747,2.427,-2.262,-9.828,3.428,1.760
76.461,-0.524,0.334,-0.784,0.316,0.949,-1.526,-6.046,-0.416,-4.275,-13.195,4.881,2.430,-2.237,-9.839,3.480,1.803
76.461,-0.526,0.335,-0.781,0.330,0.944,-1.458,-5.788,-0.655,-4.131,-13.113,4.784,2.407,-2.232,-9.823,3.448,1.792
76.501,-0.526,0.335,-0.782,0.327,0.945,-1.554,-6.035,-0.712,-4.217,-13.268,4.843,2.345,-2.251,-9.766,3.473,1.818
76.501,-0.529,0.337,-0.779,0.340,0.940,-1.489,-5.779,-0.947,-4.075,-13.186,4.748,2.321,-2.246,-9.751,3.442,1.806
76.561,-0.527,0.336,-0.781,0.330,0.944,-1.673,-6.272,-0.908,-4.273,-13.451,4.884,2.289,-2.228,-9.733,3.496,1.852
76.561,-0.530,0.338,-0.778,0.344,0.939,-1.611,-6.000,-1.144,-4.124,-13.363,4.786,2.262,-2.222,-9.717,3.464,1.840
76.561,-0.533,0.340,-0.775,0.357,0.934,-1.556,-5.745,-1.365,-3.987,-13.279,4.695,2.236,-2.216,-9.702,3.433,1.828
76.621,-0.530,0.339,-0.777,0.346,0.938,-1.736,-6.245,-1.319,-4.176,-13.542,4.830,2.242,-2.186,-9.707,3.489,1.876
76.621,-0.534,0.341,-0.774,0.361,0.932,-1.675,-5.973,-1.545,-4.027,-13.452,4.735,2.214,-2.178,-9.689,3.457,1.863
76.681,-0.532,0.340,-0.775,0.353,0.936,-1.854,-6.469,-1.505,-4.208,-13.706,4.867,2.158,-2.182,-9.691,3.515,1.912
76.681,-0.536,0.342,-0.772,0.368,0.930,-1.791,-6.183,-1.737,-4.051,-13.612,4.768,2.127,-2.173,-9.673,3.482,1.898
76.721,-0.536,0.342,-0.771,0.368,0.930,-1.888,-6.422,-1.783,-4.114,-13.744,4.824,2.055,-2.142,-9.594,3.510,1.927
76.721,-0.540,0.345,-0.768,0.383,0.924,-1.827,-6.139,-2.006,-3.961,-13.648,4.728,2.024,-2.132,-9.575,3.477,1.914
76.721,-0.544,0.347,-0.764,0.396,0.918,-1.773,-5.876,-2.214,-3.819,-13.558,4.639,1.994,-2.122,-9.557,3.445,1.902
76.781,-0.542,0.346,-0.766,0.389,0.921,-1.950,-6.382,-2.156,-3.992,-13.808,4.773,2.056,-2.139,-9.622,3.506,1.952
76.781,-0.546,0.348,-0.762,0.403,0.915,-1.896,-6.101,-2.367,-3.841,-13.710,4.681,2.023,-2.127,-9.601,3.473,1.939
76.841,-0.545,0.348,-0.763,0.398,0.918,-2.071,-6.601,-2.313,-3.998,-13.947,4.811,1.970,-2.061,-9.533,3.535,1.990
76.841,-0.550,0.350,-0.758,0.413,0.911,-2.014,-6.306,-2.528,-3.839,-13.843,4.715,1.934,-2.047,-9.511,3.501,1.976
76.881,-0.551,0.351,-0.757,0.415,0.910,-2.110,-6.543,-2.557,-3.890,-13.960,4.772,1.821,-2.071,-9.482,3.532,2.006
76.881,-0.555,0.354,-0.753,0.430,0.903,-2.056,-6.251,-2.762,-3.735,-13.854,4.679,1.785,-2.056,-9.459,3.498,1.992
76.941,-0.554,0.353,-0.754,0.427,0.904,-2.226,-6.745,-2.697,-3.875,-14.075,4.811,1.804,-2.012,-9.411,3.563,2.045
76.941,-0.559,0.355,-0.749,0.443,0.897,-2.172,-6.437,-2.903,-3.711,-13.961,4.716,1.765,-1.995,-9.385,3.528,2.029
76.941,-0.564,0.357,-0.745,0.457,0.889,-2.125,-6.151,-3.095,-3.560,-13.853,4.628,1.729,-1.978,-9.361,3.494,2.015
77.001,-0.563,0.358,-0.745,0.454,0.891,-2.293,-6.654,-3.021,-3.702,-14.070,4.759,1.686,-1.955,-9.373,3.561,2.069
77.001,-0.568,0.362,-0.739,0.469,0.883,-2.245,-6.353,-3.216,-3.547,-13.955,4.667,1.647,-1.935,-9.349,3.526,2.053
77.041,-0.570,0.362,-0.737,0.472,0.881,-2.339,-6.591,-3.229,-3.583,-14.056,4.725,1.592,-1.919,-9.291,3.559,2.085
77.041,-0.576,0.365,-0.732,0.486,0.874,-2.293,-6.295,-3.415,-3.430,-13.940,4.636,1.554,-1.898,-9.267,3.524,2.069
77.101,-0.576,0.366,-0.731,0.485,0.874,-2.452,-6.792,-3.331,-3.556,-14.138,4.769,1.489,-1.883,-9.237,3.593,2.124
77.101,-0.581,0.369,-0.726,0.500,0.866,-2.404,-6.482,-3.516,-3.396,-14.014,4.678,1.448,-1.859,-9.210,3.557,2.107
77.101,-0.586,0.372,-0.720,0.514,0.858,-2.361,-6.194,-3.688,-3.250,-13.896,4.595,1.411,-1.837,-9.185,3.522,2.091
77.161,-0.586,0.372,-0.720,0.513,0.858,-2.514,-6.695,-3.589,-3.371,-14.089,4.729,1.397,-1.802,-9.195,3.592,2.146
77.161,-0.592,0.375,-0.714,0.528,0.849,-2.470,-6.391,-3.760,-3.217,-13.962,4.644,1.357,-1.777,-9.166,3.556,2.129
77.221,-0.592,0.375,-0.713,0.529,0.848,-2.620,-6.880,-3.658,-3.322,-14.138,4.775,1.320,-1.708,-9.087,3.628,2.183
77.221,-0.598,0.378,-0.707,0.545,0.839,-2.575,-6.562,-3.829,-3.164,-14.002,4.688,1.278,-1.680,-9.056,3.591,2.165
77.261,-0.601,0.380,-0.703,0.550,0.835,-2.660,-6.785,-3.818,-3.180,-14.071,4.747,1.234,-1.717,-8.998,3.627,2.196
77.261,-0.607,0.384,-0.696,0.564,0.826,-2.619,-6.475,-3.984,-3.029,-13.936,4.662,1.194,-1.687,-8.970,3.589,2.178
77.261,-0.613,0.388,-0.689,0.576,0.817,-2.582,-6.188,-4.137,-2.892,-13.809,4.585,1.156,-1.659,-8.943,3.553,2.161
77.321,-0.613,0.389,-0.688,0.577,0.817,-2.720,-6.687,-4.018,-2.997,-13.976,4.723,1.095,-1.611,-8.922,3.627,2.216
77.321,-0.619,0.393,-0.680,0.590,0.808,-2.681,-6.385,-4.169,-2.852,-13.839,4.644,1.057,-1.580,-8.892,3.590,2.197
77.381,-0.620,0.392,-0.680,0.593,0.805,-2.814,-6.866,-4.039,-2.942,-13.988,4.779,1.032,-1.517,-8.882,3.664,2.251
77.381,-0.626,0.396,-0.672,0.607,0.795,-2.775,-6.549,-4.186,-2.791,-13.839,4.700,0.992,-1.483,-8.847,3.626,2.231
77.421,-0.631,0.397,-0.667,0.613,0.790,-2.851,-6.766,-4.152,-2.797,-13.881,4.762,0.910,-1.421,-8.764,3.663,2.261
77.421,-0.638,0.400,-0.657,0.626,0.780,-2.816,-6.458,-4.295,-2.653,-13.734,4.686,0.871,-1.386,-8.733,3.624,2.241
77.481,-0.640,0.402,-0.655,0.629,0.778,-2.942,-6.931,-4.159,-2.736,-13.867,4.818,0.853,-1.396,-8.773,3.701,2.295
77.481,-0.647,0.406,-0.645,0.641,0.768,-2.906,-6.611,-4.298,-2.591,-13.711,4.740,0.814,-1.358,-8.740,3.661,2.274
77.481,-0.654,0.410,-0.636,0.652,0.758,-2.872,-6.315,-4.429,-2.460,-13.567,4.670,0.779,-1.322,-8.710,3.622,2.254
77.541,-0.655,0.413,-0.633,0.655,0.755,-2.992,-6.789,-4.280,-2.542,-13.688,4.808,0.723,-1.268,-8.608,3.699,2.307
77.541,-0.662,0.417,-0.623,0.667,0.745,-2.960,-6.479,-4.408,-2.407,-13.533,4.736,0.686,-1.229,-8.576,3.659,2.286
77.601,-0.665,0.418,-0.618,0.670,0.742,-3.074,-6.939,-4.255,-2.479,-13.638,4.869,0.646,-1.161,-8.585,3.737,2.339
77.601,-0.673,0.422,-0.607,0.682,0.731,-3.041,-6.618,-4.381,-2.340,-13.473,4.798,0.609,-1.119,-8.551,3.695,2.316
77.641,-0.678,0.425,-0.600,0.689,0.725,-3.103,-6.816,-4.311,-2.340,-13.482,4.865,0.580,-1.073,-8.480,3.734,2.343
77.641,-0.685,0.429,-0.589,0.700,0.715,-3.071,-6.505,-4.429,-2.210,-13.320,4.798,0.546,-1.031,-8.446,3.692,2.320
77.641,-0.692,0.432,-0.578,0.709,0.705,-3.040,-6.219,-4.540,-2.093,-13.171,4.736,0.516,-0.993,-8.416,3.653,2.299
77.701,-0.695,0.432,-0.574,0.712,0.702,-3.137,-6.681,-4.366,-2.163,-13.266,4.879,0.504,-0.932,-8.376,3.731,2.350
77.701,-0.703,0.435,-0.562,0.722,0.692,-3.105,-6.382,-4.472,-2.041,-13.106,4.818,0.474,-0.891,-8.343,3.690,2.327
77.761,-0.708,0.437,-0.555,0.724,0.690,-3.201,-6.825,-4.280,-2.107,-13.185,4.959,0.423,-0.862,-8.366,3.769,2.377
77.761,-0.715,0.441,-0.542,0.734,0.679,-3.172,-6.513,-4.380,-1.985,-13.015,4.898,0.392,-0.818,-8.330,3.727,2.352
77.801,-0.720,0.444,-0.534,0.740,0.673,-3.224,-6.703,-4.282,-1.987,-13.002,4.974,0.336,-0.714,-8.212,3.765,2.377
77.801,-0.727,0.448,-0.520,0.749,0.662,-3.195,-6.401,-4.379,-1.873,-12.836,4.917,0.308,-0.671,-8.178,3.723,2.352
77.801,-0.734,0.451,-0.507,0.756,0.654,-3.167,-6.122,-4.472,-1.770,-12.684,4.864,0.284,-0.631,-8.147,3.682,2.329
77.861,-0.738,0.452,-0.502,0.760,0.650,-3.248,-6.565,-4.270,-1.835,-12.751,5.012,0.262,-0.619,-8.160,3.761,2.378
77.861,-0.746,0.455,-0.487,0.768,0.640,-3.219,-6.275,-4.359,-1.728,-12.588,4.960,0.238,-0.576,-8.127,3.719,2.353
77.921,-0.748,0.457,-0.480,0.771,0.637,-3.298,-6.701,-4.147,-1.788,-12.640,5.107,0.219,-0.537,-8.078,3.797,2.400
77.921,-0.756,0.461,-0.464,0.779,0.627,-3.269,-6.400,-4.233,-1.682,-12.469,5.054,0.195,-0.492,-8.045,3.754,2.375
77.981,-0.760,0.463,-0.457,0.783,0.623,-3.347,-6.806,-4.007,-1.734,-12.502,5.201,0.191,-0.431,-8.007,3.833,2.420
77.981,-0.768,0.467,-0.439,0.791,0.612,-3.320,-6.495,-4.087,-1.628,-12.322,5.151,0.169,-0.384,-7.972,3.788,2.393
77.981,-0.775,0.471,-0.422,0.797,0.604,-3.292,-6.209,-4.166,-1.533,-12.157,5.104,0.150,-0.341,-7.940,3.745,2.368
78.021,-0.779,0.473,-0.412,0.801,0.599,-3.328,-6.393,-4.038,-1.543,-12.129,5.188,0.117,-0.262,-7.918,3.783,2.389
78.021,-0.785,0.477,-0.395,0.807,0.591,-3.300,-6.116,-4.114,-1.453,-11.969,5.143,0.100,-0.220,-7.889,3.740,2.364
78.081,-0.788,0.478,-0.389,0.810,0.586,-3.361,-6.518,-3.868,-1.510,-11.996,5.296,0.095,-0.177,-7.876,3.818,2.407
78.081,-0.794,0.481,-0.371,0.817,0.577,-3.331,-6.230,-3.935,-1.419,-11.827,5.255,0.079,-0.134,-7.843,3.774,2.380
78.141,-0.798,0.484,-0.360,0.819,0.574,-3.396,-6.615,-3.694,-1.474,-11.839,5.401,0.058,-0.094,-7.805,3.852,2.423
78.141,-0.805,0.488,-0.339,0.824,0.566,-3.369,-6.319,-3.764,-1.385,-11.662,5.357,0.043,-0.047,-7.776,3.806,2.395
78.181,-0.809,0.490,-0.325,0.828,0.561,-3.399,-6.473,-3.611,-1.392,-11.606,5.447,0.010,0.015,-7.694,3.842,2.413
78.181,-0.815,0.492,-0.305,0.833,0.553,-3.369,-6.188,-3.674,-1.308,-11.434,5.408,-0.002,0.058,-7.664,3.797,2.386
78.181,-0.821,0.495,-0.287,0.837,0.547,-3.339,-5.924,-3.736,-1.233,-11.279,5.372,-0.012,0.098,-7.637,3.754,2.360
78.241,-0.822,0.498,-0.277,0.839,0.545,-3.389,-6.304,-3.472,-1.292,-11.288,5.526,-0.004,0.149,-7.644,3.831,2.400
78.241,-0.826,0.501,-0.257,0.842,0.539,-3.360,-6.032,-3.531,-1.218,-11.124,5.489,-0.013,0.191,-7.618,3.786,2.373
78.301,-0.831,0.499,-0.245,0.844,0.536,-3.405,-6.390,-3.243,-1.270,-11.117,5.649,0.003,0.230,-7.618,3.863,2.411
78.301,-0.837,0.500,-0.223,0.848,0.529,-3.374,-6.108,-3.293,-1.194,-10.945,5.617,-0.004,0.272,-7.587,3.817,2.382
78.361,-0.841,0.499,-0.211,0.850,0.526,-3.425,-6.450,-3.009,-1.245,-10.921,5.768,0.001,0.402,-7.548,3.892,2.420
78.361,-0.845,0.501,-0.186,0.854,0.521,-3.398,-6.161,-3.060,-1.172,-10.742,5.734,-0.006,0.447,-7.522,3.845,2.391
78.361,-0.849,0.502,-0.164,0.857,0.516,-3.369,-5.896,-3.111,-1.106,-10.579,5.702,-0.011,0.488,-7.498,3.800,2.363
78.401,-0.851,0.503,-0.150,0.858,0.513,-3.387,-6.041,-2.934,-1.123,-10.520,5.797,-0.051,0.433,-7.484,3.835,2.379
78.401,-0.854,0.504,-0.128,0.860,0.510,-3.357,-5.785,-2.983,-1.061,-10.363,5.767,-0.054,0.472,-7.462,3.791,2.352
78.461,-0.855,0.505,-0.117,0.862,0.507,-3.393,-6.119,-2.671,-1.118,-10.340,5.934,-0.092,0.576,-7.363,3.866,2.387
78.461,-0.858,0.505,-0.094,0.864,0.503,-3.361,-5.854,-2.709,-1.056,-10.176,5.909,-0.093,0.615,-7.338,3.820,2.358
78.521,-0.860,0.504,-0.083,0.866,0.500,-3.397,-6.169,-2.385,-1.112,-10.141,6.073,-0.107,0.654,-7.365,3.894,2.392
78.521,-0.862,0.503,-0.059,0.868,0.496,-3.365,-5.898,-2.421,-1.051,-9.971,6.049,-0.107,0.694,-7.340,3.847,2.362
78.541,-0.863,0.504,-0.041,0.871,0.492,-3.356,-5.830,-2.329,-1.032,-9.852,6.090,-0.066,0.747,-7.322,3.842,2.355
78.561,-0.863,0.504,-0.021,0.872,0.490,-3.349,-5.766,-2.246,-1.015,-9.735,6.127,-0.057,0.801,-7.288,3.836,2.347
78.561,-0.864,0.504,-0.000,0.873,0.487,-3.319,-5.524,-2.285,-0.965,-9.585,6.104,-0.054,0.836,-7.269,3.792,2.321
78.621,-0.864,0.503,0.010,0.874,0.486,-3.350,-5.829,-1.950,-1.023,-9.550,6.272,-0.073,0.853,-7.213,3.864,2.353
78.621,-0.865,0.501,0.032,0.876,0.483,-3.318,-5.580,-1.983,-0.972,-9.394,6.251,-0.069,0.888,-7.192,3.819,2.325
78.681,-0.864,0.501,0.043,0.877,0.481,-3.349,-5.867,-1.631,-1.029,-9.348,6.419,-0.053,0.938,-7.181,3.891,2.356
78.681,-0.863,0.500,0.066,0.878,0.479,-3.317,-5.613,-1.659,-0.980,-9.187,6.400,-0.048,0.974,-7.160,3.845,2.327
78.681,-0.862,0.499,0.086,0.879,0.477,-3.284,-5.378,-1.690,-0.934,-9.040,6.382,-0.041,1.006,-7.141,3.801,2.301
78.741,-0.862,0.498,0.095,0.880,0.475,-3.312,-5.657,-1.326,-0.991,-8.993,6.555,-0.026,1.046,-7.096,3.872,2.331
78.741,-0.860,0.497,0.117,0.881,0.473,-3.281,-5.415,-1.351,-0.946,-8.840,6.539,-0.019,1.078,-7.076,3.827,2.303
78.781,-0.859,0.495,0.130,0.882,0.472,-3.288,-5.516,-1.113,-0.970,-8.756,6.647,-0.009,1.116,-7.094,3.859,2.314
78.781,-0.858,0.492,0.150,0.883,0.470,-3.256,-5.282,-1.141,-0.928,-8.608,6.632,-0.001,1.147,-7.076,3.815,2.287
78.841,-0.856,0.493,0.159,0.883,0.469,-3.282,-5.540,-0.763,-0.987,-8.555,6.802,-0.011,1.179,-7.077,3.884,2.315
78.841,-0.852,0.492,0.179,0.884,0.467,-3.248,-5.303,-0.789,-0.946,-8.405,6.787,-0.001,1.210,-7.059,3.839,2.287
78.841,-0.849,0.490,0.197,0.885,0.466,-3.214,-5.083,-0.818,-0.909,-8.267,6.773,0.008,1.237,-7.043,3.796,2.262
78.901,-0.849,0.488,0.204,0.885,0.465,-3.238,-5.334,-0.439,-0.968,-8.214,6.943,0.020,1.264,-6.997,3.864,2.290
78.901,-0.846,0.485,0.223,0.885,0.465,-3.205,-5.109,-0.469,-0.931,-8.072,6.928,0.030,1.293,-6.982,3.820,2.263
78.941,-0.844,0.483,0.234,0.885,0.465,-3.212,-5.196,-0.222,-0.959,-7.986,7.036,0.057,1.339,-6.947,3.851,2.273
78.941,-0.840,0.480,0.252,0.885,0.465,-3.179,-4.977,-0.251,-0.925,-7.848,7.022,0.068,1.366,-6.934,3.808,2.247
79.001,-0.839,0.479,0.259,0.886,0.464,-3.204,-5.207,0.149,-0.983,-7.786,7.193,0.067,1.397,-6.941,3.875,2.273
79.001,-0.835,0.476,0.277,0.886,0.464,-3.171,-4.985,0.124,-0.950,-7.644,7.181,0.079,1.425,-6.927,3.831,2.247
79.061,-0.834,0.474,0.283,0.886,0.464,-3.195,-5.198,0.538,-1.007,-7.576,7.354,0.089,1.444,-6.921,3.897,2.272
79.061,-0.829,0.471,0.301,0.886,0.464,-3.160,-4.973,0.514,-0.974,-7.432,7.344,0.103,1.470,-6.906,3.852,2.245
