timestamp,angle_axis_x,angle_axis_y,angle_axis_z,angle_axis_cos,angle_axis_sin,pos_N,pos_E,pos_D,vel_N,vel_E,vel_D,accel_x,accel_y,accel_z,pos_uncert,vel_uncert
125.301,-0.183,0.981,0.064,0.684,0.729,9.150,-3.089,-32.594,-0.923,-9.373,-6.869,6.978,-2.363,-8.520,4.042,1.625
125.301,-0.183,0.980,0.076,0.685,0.728,9.177,-2.892,-32.605,-0.884,-9.252,-6.887,6.976,-2.339,-8.513,4.017,1.612
125.341,-0.183,0.980,0.079,0.684,0.729,9.166,-3.055,-32.892,-0.882,-9.269,-6.937,6.953,-2.312,-8.495,4.051,1.625
125.341,-0.184,0.979,0.092,0.684,0.729,9.191,-2.862,-32.899,-0.845,-9.150,-6.955,6.952,-2.289,-8.488,4.025,1.612
125.401,-0.183,0.979,0.090,0.685,0.728,9.164,-3.194,-33.318,-0.857,-9.227,-7.021,6.986,-2.256,-8.482,4.088,1.637
125.401,-0.183,0.978,0.103,0.685,0.728,9.189,-2.992,-33.321,-0.819,-9.102,-7.037,6.983,-2.231,-8.474,4.060,1.624
125.461,-0.183,0.978,0.103,0.685,0.728,9.160,-3.314,-33.747,-0.830,-9.169,-7.104,6.957,-2.223,-8.453,4.124,1.648
125.461,-0.183,0.976,0.116,0.684,0.729,9.183,-3.106,-33.747,-0.793,-9.038,-7.121,6.955,-2.198,-8.446,4.095,1.634
125.461,-0.184,0.975,0.128,0.684,0.730,9.206,-2.913,-33.744,-0.759,-8.918,-7.135,6.953,-2.175,-8.440,4.068,1.621
125.521,-0.185,0.974,0.128,0.684,0.730,9.179,-3.232,-34.165,-0.770,-8.980,-7.199,6.932,-2.130,-8.441,4.132,1.645
125.521,-0.186,0.972,0.141,0.684,0.730,9.202,-3.032,-34.157,-0.735,-8.853,-7.213,6.930,-2.106,-8.435,4.103,1.631
125.561,-0.186,0.972,0.145,0.684,0.730,9.193,-3.176,-34.431,-0.730,-8.850,-7.258,6.958,-2.089,-8.418,4.137,1.643
125.561,-0.185,0.970,0.157,0.683,0.730,9.214,-2.982,-34.415,-0.697,-8.726,-7.269,6.956,-2.065,-8.410,4.109,1.630
125.621,-0.186,0.970,0.158,0.684,0.730,9.190,-3.288,-34.832,-0.704,-8.777,-7.331,6.943,-2.049,-8.404,4.173,1.654
125.621,-0.186,0.968,0.171,0.683,0.730,9.211,-3.086,-34.813,-0.671,-8.648,-7.342,6.941,-2.025,-8.396,4.142,1.639
125.621,-0.186,0.965,0.182,0.682,0.731,9.231,-2.899,-34.791,-0.642,-8.529,-7.351,6.939,-2.003,-8.389,4.115,1.626
125.681,-0.187,0.965,0.183,0.682,0.731,9.208,-3.203,-35.208,-0.649,-8.575,-7.412,6.940,-1.961,-8.390,4.181,1.650
125.681,-0.187,0.963,0.195,0.681,0.733,9.227,-3.009,-35.182,-0.620,-8.450,-7.421,6.939,-1.938,-8.384,4.151,1.635
125.721,-0.186,0.962,0.199,0.681,0.733,9.220,-3.143,-35.447,-0.616,-8.436,-7.463,6.951,-1.900,-8.401,4.186,1.647
125.721,-0.186,0.960,0.211,0.679,0.734,9.239,-2.955,-35.415,-0.589,-8.314,-7.470,6.949,-1.878,-8.393,4.157,1.633
125.781,-0.186,0.959,0.212,0.679,0.734,9.218,-3.244,-35.829,-0.598,-8.346,-7.529,6.920,-1.828,-8.363,4.223,1.656
125.781,-0.186,0.957,0.224,0.678,0.735,9.236,-3.050,-35.793,-0.571,-8.220,-7.536,6.919,-1.805,-8.356,4.191,1.641
125.841,-0.184,0.957,0.226,0.677,0.736,9.216,-3.326,-36.200,-0.579,-8.242,-7.593,6.922,-1.805,-8.371,4.257,1.663
125.841,-0.183,0.954,0.238,0.676,0.737,9.233,-3.126,-36.158,-0.552,-8.111,-7.598,6.921,-1.782,-8.362,4.225,1.648
125.841,-0.183,0.951,0.249,0.674,0.739,9.251,-2.940,-36.115,-0.528,-7.990,-7.602,6.920,-1.761,-8.354,4.195,1.635
125.901,-0.183,0.951,0.250,0.674,0.739,9.234,-3.214,-36.525,-0.536,-8.010,-7.658,6.931,-1.743,-8.322,4.262,1.657
125.901,-0.182,0.948,0.261,0.673,0.740,9.251,-3.023,-36.478,-0.512,-7.884,-7.661,6.930,-1.722,-8.315,4.229,1.642
125.941,-0.182,0.947,0.266,0.672,0.741,9.246,-3.139,-36.731,-0.509,-7.852,-7.698,6.934,-1.679,-8.309,4.263,1.652
125.941,-0.181,0.944,0.277,0.670,0.742,9.264,-2.954,-36.678,-0.486,-7.730,-7.699,6.933,-1.658,-8.301,4.232,1.638
126.001,-0.180,0.943,0.279,0.670,0.742,9.249,-3.212,-37.081,-0.494,-7.736,-7.752,6.921,-1.634,-8.314,4.298,1.659
126.001,-0.179,0.940,0.290,0.669,0.743,9.267,-3.022,-37.023,-0.472,-7.610,-7.752,6.920,-1.613,-8.305,4.264,1.644
126.001,-0.179,0.937,0.299,0.667,0.745,9.285,-2.846,-36.966,-0.451,-7.494,-7.752,6.920,-1.593,-8.297,4.234,1.631
126.061,-0.180,0.936,0.302,0.668,0.744,9.271,-3.100,-37.369,-0.457,-7.499,-7.802,6.922,-1.605,-8.244,4.299,1.651
126.061,-0.181,0.933,0.312,0.667,0.745,9.288,-2.918,-37.307,-0.436,-7.378,-7.801,6.922,-1.585,-8.237,4.265,1.637
126.101,-0.181,0.931,0.317,0.666,0.746,9.285,-3.023,-37.552,-0.434,-7.339,-7.834,6.921,-1.543,-8.271,4.299,1.646
126.101,-0.181,0.928,0.326,0.664,0.747,9.302,-2.847,-37.486,-0.415,-7.222,-7.831,6.921,-1.524,-8.263,4.266,1.632
126.161,-0.181,0.927,0.328,0.664,0.747,9.291,-3.087,-37.880,-0.421,-7.218,-7.879,6.932,-1.521,-8.247,4.333,1.652
126.161,-0.180,0.924,0.338,0.663,0.749,9.307,-2.907,-37.806,-0.402,-7.097,-7.875,6.932,-1.502,-8.238,4.298,1.637
126.221,-0.180,0.923,0.341,0.662,0.749,9.295,-3.134,-38.199,-0.408,-7.085,-7.923,6.921,-1.480,-8.228,4.365,1.656
126.221,-0.180,0.919,0.350,0.660,0.751,9.311,-2.950,-38.121,-0.391,-6.961,-7.918,6.921,-1.460,-8.219,4.329,1.641
126.221,-0.180,0.916,0.359,0.658,0.753,9.327,-2.780,-38.043,-0.375,-6.847,-7.912,6.922,-1.443,-8.211,4.296,1.627
126.281,-0.180,0.915,0.361,0.658,0.753,9.318,-3.002,-38.433,-0.382,-6.834,-7.957,6.900,-1.411,-8.207,4.364,1.646
126.281,-0.180,0.912,0.370,0.655,0.755,9.333,-2.828,-38.349,-0.367,-6.716,-7.950,6.901,-1.393,-8.199,4.328,1.632
126.321,-0.180,0.910,0.374,0.655,0.756,9.333,-2.914,-38.577,-0.366,-6.665,-7.978,6.950,-1.360,-8.187,4.362,1.639
126.321,-0.180,0.906,0.382,0.652,0.758,9.349,-2.745,-38.489,-0.352,-6.551,-7.969,6.951,-1.343,-8.179,4.327,1.625
126.381,-0.179,0.905,0.385,0.652,0.758,9.341,-2.953,-38.868,-0.357,-6.529,-8.010,6.934,-1.337,-8.164,4.393,1.644
126.381,-0.179,0.902,0.394,0.651,0.759,9.357,-2.781,-38.772,-0.343,-6.412,-8.000,6.935,-1.320,-8.155,4.356,1.629
126.381,-0.179,0.898,0.401,0.649,0.760,9.375,-2.622,-38.678,-0.329,-6.303,-7.989,6.936,-1.304,-8.146,4.323,1.615
126.441,-0.178,0.898,0.403,0.649,0.761,9.368,-2.824,-39.057,-0.336,-6.279,-8.030,6.950,-1.270,-8.141,4.391,1.633
126.441,-0.178,0.894,0.410,0.646,0.763,9.384,-2.661,-38.958,-0.324,-6.168,-8.019,6.952,-1.254,-8.133,4.356,1.619
126.481,-0.177,0.893,0.414,0.646,0.764,9.386,-2.737,-39.172,-0.323,-6.113,-8.037,6.916,-1.269,-8.057,4.389,1.626
126.481,-0.176,0.890,0.421,0.643,0.766,9.403,-2.579,-39.069,-0.311,-6.005,-8.024,6.917,-1.254,-8.047,4.353,1.612
126.541,-0.177,0.888,0.424,0.643,0.766,9.397,-2.766,-39.441,-0.318,-5.973,-8.060,6.922,-1.196,-8.067,4.419,1.629
126.541,-0.177,0.885,0.431,0.641,0.768,9.413,-2.606,-39.333,-0.307,-5.863,-8.047,6.924,-1.181,-8.059,4.381,1.615
126.541,-0.177,0.882,0.437,0.639,0.769,9.430,-2.456,-39.226,-0.297,-5.761,-8.033,6.925,-1.167,-8.051,4.347,1.602
126.601,-0.177,0.881,0.439,0.639,0.769,9.427,-2.637,-39.589,-0.304,-5.731,-8.065,6.906,-1.187,-8.080,4.414,1.619
126.601,-0.176,0.878,0.446,0.637,0.771,9.443,-2.484,-39.474,-0.294,-5.625,-8.049,6.907,-1.173,-8.071,4.377,1.605
126.641,-0.176,0.876,0.449,0.636,0.772,9.446,-2.550,-39.679,-0.297,-5.569,-8.066,6.910,-1.174,-8.081,4.411,1.612
126.641,-0.176,0.873,0.455,0.633,0.774,9.462,-2.401,-39.563,-0.288,-5.467,-8.050,6.912,-1.161,-8.073,4.375,1.598
126.701,-0.175,0.872,0.457,0.633,0.774,9.459,-2.567,-39.916,-0.295,-5.428,-8.079,6.944,-1.112,-8.035,4.441,1.614
126.701,-0.175,0.869,0.463,0.632,0.775,9.476,-2.416,-39.791,-0.286,-5.323,-8.060,6.945,-1.098,-8.025,4.403,1.601
126.701,-0.174,0.866,0.469,0.629,0.777,9.493,-2.275,-39.670,-0.277,-5.225,-8.042,6.946,-1.086,-8.016,4.368,1.588
126.761,-0.173,0.865,0.471,0.629,0.778,9.492,-2.435,-40.024,-0.284,-5.187,-8.071,6.953,-1.088,-8.004,4.437,1.604
126.761,-0.172,0.862,0.476,0.627,0.779,9.509,-2.291,-39.899,-0.277,-5.087,-8.053,6.955,-1.076,-7.995,4.400,1.590
126.821,-0.172,0.861,0.478,0.626,0.780,9.507,-2.440,-40.243,-0.285,-5.044,-8.077,6.903,-1.083,-7.987,4.465,1.606
126.821,-0.171,0.858,0.484,0.625,0.781,9.523,-2.294,-40.110,-0.277,-4.942,-8.056,6.905,-1.071,-7.977,4.426,1.592
126.861,-0.171,0.857,0.487,0.623,0.782,9.527,-2.341,-40.296,-0.279,-4.877,-8.066,6.938,-1.048,-7.953,4.457,1.598
126.861,-0.171,0.854,0.492,0.622,0.783,9.544,-2.200,-40.163,-0.273,-4.779,-8.045,6.940,-1.037,-7.944,4.419,1.584
126.921,-0.170,0.853,0.494,0.621,0.784,9.541,-2.334,-40.501,-0.278,-4.729,-8.069,6.972,-1.037,-7.959,4.484,1.599
126.921,-0.170,0.850,0.499,0.619,0.785,9.558,-2.192,-40.361,-0.272,-4.630,-8.047,6.973,-1.026,-7.950,4.445,1.585
126.921,-0.169,0.847,0.504,0.618,0.786,9.575,-2.059,-40.225,-0.266,-4.537,-8.025,6.975,-1.016,-7.941,4.409,1.573
126.981,-0.168,0.846,0.506,0.617,0.787,9.575,-2.187,-40.558,-0.272,-4.487,-8.046,6.962,-0.982,-7.926,4.476,1.588
126.981,-0.168,0.843,0.511,0.615,0.788,9.592,-2.053,-40.415,-0.266,-4.392,-8.023,6.963,-0.972,-7.917,4.438,1.575
127.021,-0.168,0.842,0.513,0.615,0.789,9.597,-2.090,-40.590,-0.270,-4.327,-8.028,6.928,-0.957,-7.921,4.470,1.580
127.021,-0.167,0.839,0.518,0.613,0.790,9.615,-1.961,-40.447,-0.265,-4.236,-8.005,6.930,-0.947,-7.912,4.432,1.567
127.081,-0.167,0.838,0.519,0.612,0.791,9.614,-2.075,-40.776,-0.273,-4.182,-8.024,6.944,-0.927,-7.889,4.498,1.581
127.081,-0.167,0.836,0.523,0.611,0.792,9.630,-1.944,-40.627,-0.268,-4.090,-7.999,6.947,-0.918,-7.880,4.458,1.568
127.081,-0.167,0.833,0.527,0.609,0.793,9.648,-1.821,-40.482,-0.263,-4.004,-7.975,6.949,-0.909,-7.872,4.422,1.556
127.141,-0.167,0.832,0.528,0.608,0.794,9.647,-1.929,-40.807,-0.270,-3.953,-7.993,6.957,-0.934,-7.875,4.489,1.570
127.141,-0.168,0.830,0.532,0.607,0.795,9.664,-1.805,-40.656,-0.266,-3.866,-7.968,6.960,-0.925,-7.867,4.450,1.557
127.201,-0.167,0.829,0.533,0.606,0.796,9.663,-1.903,-40.972,-0.274,-3.809,-7.985,6.976,-0.897,-7.859,4.516,1.570
127.201,-0.167,0.827,0.537,0.603,0.797,9.680,-1.778,-40.814,-0.270,-3.721,-7.958,6.978,-0.889,-7.850,4.476,1.558
127.241,-0.167,0.825,0.539,0.603,0.797,9.685,-1.798,-40.970,-0.274,-3.653,-7.959,6.974,-0.870,-7.848,4.506,1.562
127.241,-0.167,0.823,0.543,0.602,0.799,9.702,-1.678,-40.810,-0.270,-3.569,-7.931,6.977,-0.862,-7.839,4.468,1.550
127.241,-0.167,0.821,0.547,0.600,0.800,9.720,-1.566,-40.655,-0.266,-3.489,-7.904,6.979,-0.854,-7.831,4.432,1.539
127.301,-0.167,0.820,0.547,0.599,0.800,9.720,-1.654,-40.965,-0.274,-3.434,-7.917,6.976,-0.837,-7.798,4.500,1.552
127.301,-0.167,0.818,0.550,0.598,0.802,9.737,-1.540,-40.805,-0.271,-3.353,-7.889,6.979,-0.829,-7.790,4.461,1.540
127.361,-0.167,0.818,0.551,0.597,0.802,9.737,-1.619,-41.110,-0.277,-3.297,-7.901,6.988,-0.839,-7.772,4.527,1.553
127.361,-0.168,0.815,0.554,0.595,0.803,9.754,-1.505,-40.943,-0.274,-3.216,-7.872,6.991,-0.831,-7.764,4.487,1.541
127.401,-0.166,0.814,0.556,0.595,0.804,9.761,-1.517,-41.081,-0.278,-3.150,-7.866,6.993,-0.820,-7.777,4.518,1.545
127.401,-0.166,0.812,0.559,0.593,0.805,9.779,-1.408,-40.911,-0.274,-3.072,-7.835,6.994,-0.813,-7.768,4.480,1.534
127.461,-0.165,0.812,0.560,0.593,0.805,9.779,-1.475,-41.203,-0.280,-3.013,-7.844,7.007,-0.831,-7.769,4.545,1.546
127.461,-0.165,0.810,0.563,0.591,0.806,9.796,-1.365,-41.030,-0.277,-2.935,-7.813,7.009,-0.824,-7.760,4.504,1.534
127.461,-0.165,0.808,0.566,0.591,0.807,9.814,-1.262,-40.862,-0.275,-2.862,-7.783,7.011,-0.818,-7.752,4.468,1.524
127.521,-0.165,0.808,0.566,0.591,0.807,9.814,-1.324,-41.150,-0.279,-2.804,-7.789,7.006,-0.797,-7.722,4.534,1.536
127.521,-0.164,0.805,0.569,0.589,0.808,9.832,-1.221,-40.976,-0.277,-2.730,-7.757,7.008,-0.791,-7.713,4.495,1.525
127.581,-0.165,0.805,0.570,0.589,0.808,9.831,-1.274,-41.260,-0.282,-2.671,-7.762,6.985,-0.787,-7.716,4.559,1.536
127.581,-0.165,0.803,0.573,0.587,0.809,9.849,-1.171,-41.083,-0.279,-2.597,-7.730,6.987,-0.782,-7.708,4.519,1.525
127.621,-0.161,0.799,0.579,0.583,0.812,9.854,-1.168,-41.213,-0.281,-2.533,-7.723,7.028,-0.774,-7.683,4.550,1.529
127.621,-0.161,0.797,0.582,0.582,0.813,9.872,-1.069,-41.036,-0.279,-2.463,-7.691,7.030,-0.768,-7.675,4.511,1.518
127.621,-0.161,0.795,0.584,0.580,0.815,9.889,-0.976,-40.863,-0.277,-2.398,-7.660,7.033,-0.763,-7.668,4.476,1.508
127.681,-0.155,0.790,0.593,0.575,0.818,9.889,-1.019,-41.140,-0.284,-2.342,-7.660,6.944,-0.779,-7.685,4.542,1.519
127.681,-0.155,0.788,0.596,0.574,0.819,9.907,-0.926,-40.962,-0.281,-2.276,-7.627,6.946,-0.775,-7.677,4.503,1.509
127.741,-0.146,0.781,0.607,0.563,0.827,9.906,-0.962,-41.235,-0.290,-2.208,-7.629,7.011,-0.689,-7.645,4.569,1.520
127.741,-0.147,0.780,0.609,0.562,0.827,9.924,-0.869,-41.053,-0.288,-2.142,-7.595,7.013,-0.685,-7.637,4.529,1.510
127.781,-0.142,0.774,0.617,0.556,0.831,9.929,-0.860,-41.171,-0.292,-2.074,-7.586,7.065,-0.766,-7.638,4.559,1.514
127.781,-0.142,0.772,0.619,0.555,0.832,9.946,-0.771,-40.989,-0.289,-2.012,-7.552,7.067,-0.761,-7.630,4.520,1.503
127.781,-0.143,0.771,0.621,0.555,0.832,9.963,-0.688,-40.812,-0.287,-1.953,-7.518,7.069,-0.757,-7.623,4.485,1.494
127.841,-0.133,0.763,0.632,0.544,0.839,9.963,-0.714,-41.078,-0.299,-1.885,-7.513,6.925,-0.772,-7.573,4.555,1.505
127.841,-0.133,0.762,0.634,0.542,0.840,9.981,-0.631,-40.896,-0.297,-1.826,-7.479,6.927,-0.769,-7.565,4.517,1.495
127.901,-0.133,0.763,0.633,0.542,0.840,9.981,-0.653,-41.154,-0.313,-1.745,-7.479,7.062,-0.731,-7.611,4.585,1.506
127.901,-0.133,0.761,0.635,0.540,0.841,9.999,-0.570,-40.968,-0.312,-1.686,-7.443,7.064,-0.727,-7.603,4.546,1.496
127.901,-0.133,0.760,0.636,0.539,0.843,10.017,-0.492,-40.786,-0.311,-1.631,-7.408,7.065,-0.724,-7.596,4.510,1.487
127.961,-0.131,0.760,0.637,0.537,0.844,10.017,-0.508,-41.039,-0.328,-1.551,-7.406,7.060,-0.699,-7.590,4.580,1.498
127.961,-0.130,0.759,0.638,0.535,0.845,10.035,-0.431,-40.852,-0.327,-1.496,-7.370,7.061,-0.696,-7.582,4.541,1.488
128.001,-0.130,0.759,0.638,0.535,0.845,10.040,-0.413,-40.954,-0.337,-1.424,-7.353,7.052,-0.714,-7.525,4.574,1.493
128.001,-0.130,0.758,0.640,0.534,0.845,10.058,-0.340,-40.768,-0.335,-1.371,-7.316,7.053,-0.711,-7.517,4.536,1.484
128.061,-0.130,0.758,0.639,0.535,0.845,10.056,-0.345,-41.016,-0.354,-1.294,-7.312,7.033,-0.695,-7.564,4.603,1.494
128.061,-0.130,0.757,0.640,0.534,0.845,10.074,-0.271,-40.829,-0.353,-1.243,-7.276,7.034,-0.692,-7.557,4.563,1.485
128.061,-0.130,0.756,0.641,0.533,0.846,10.092,-0.203,-40.646,-0.352,-1.194,-7.241,7.036,-0.689,-7.550,4.528,1.476
128.121,-0.130,0.757,0.640,0.534,0.846,10.089,-0.203,-40.887,-0.369,-1.117,-7.234,7.068,-0.685,-7.525,4.597,1.487
128.121,-0.130,0.756,0.641,0.533,0.846,10.107,-0.135,-40.699,-0.367,-1.068,-7.197,7.069,-0.683,-7.517,4.559,1.478
128.161,-0.130,0.756,0.641,0.534,0.846,10.110,-0.109,-40.794,-0.377,-1.003,-7.181,7.066,-0.730,-7.519,4.591,1.482
128.161,-0.129,0.755,0.643,0.533,0.846,10.127,-0.045,-40.607,-0.375,-0.957,-7.144,7.067,-0.728,-7.511,4.554,1.474
128.221,-0.130,0.757,0.641,0.533,0.846,10.124,-0.035,-40.844,-0.392,-0.883,-7.137,7.068,-0.671,-7.511,4.623,1.484
128.221,-0.129,0.756,0.642,0.532,0.847,10.143,0.028,-40.655,-0.391,-0.838,-7.100,7.069,-0.669,-7.504,4.584,1.475
128.221,-0.129,0.755,0.643,0.531,0.847,10.161,0.088,-40.471,-0.390,-0.796,-7.064,7.070,-0.667,-7.496,4.550,1.467
128.281,-0.129,0.757,0.641,0.533,0.846,10.156,0.103,-40.701,-0.406,-0.721,-7.054,7.076,-0.644,-7.452,4.618,1.478
128.281,-0.129,0.756,0.642,0.532,0.847,10.174,0.161,-40.512,-0.405,-0.679,-7.016,7.076,-0.642,-7.445,4.581,1.469
128.341,-0.130,0.757,0.640,0.533,0.846,10.168,0.182,-40.740,-0.421,-0.611,-7.007,7.039,-0.680,-7.468,4.645,1.480
128.341,-0.131,0.756,0.641,0.532,0.847,10.185,0.239,-40.551,-0.419,-0.571,-6.969,7.040,-0.678,-7.461,4.606,1.471
128.381,-0.131,0.756,0.641,0.534,0.846,10.186,0.273,-40.633,-0.427,-0.511,-6.948,7.052,-0.658,-7.435,4.637,1.475
128.381,-0.131,0.755,0.642,0.534,0.846,10.204,0.327,-40.443,-0.425,-0.473,-6.909,7.052,-0.656,-7.427,4.601,1.467
128.441,-0.130,0.757,0.641,0.534,0.845,10.198,0.353,-40.659,-0.438,-0.404,-6.897,7.067,-0.666,-7.438,4.668,1.477
128.441,-0.129,0.756,0.641,0.534,0.846,10.217,0.405,-40.466,-0.437,-0.367,-6.858,7.067,-0.665,-7.430,4.631,1.469
128.441,-0.129,0.756,0.642,0.533,0.846,10.235,0.455,-40.279,-0.435,-0.331,-6.820,7.067,-0.664,-7.423,4.597,1.461
128.501,-0.130,0.758,0.640,0.536,0.844,10.229,0.486,-40.495,-0.453,-0.259,-6.808,7.083,-0.531,-7.422,4.665,1.471
128.501,-0.130,0.757,0.640,0.535,0.845,10.247,0.534,-40.306,-0.451,-0.226,-6.770,7.083,-0.530,-7.415,4.629,1.463
128.541,-0.131,0.759,0.638,0.537,0.844,10.247,0.572,-40.384,-0.459,-0.171,-6.747,7.048,-0.633,-7.373,4.662,1.468
128.541,-0.130,0.758,0.639,0.536,0.844,10.265,0.617,-40.196,-0.458,-0.139,-6.708,7.048,-0.632,-7.367,4.626,1.460
128.601,-0.133,0.761,0.635,0.540,0.841,10.256,0.654,-40.403,-0.469,-0.081,-6.693,7.015,-0.675,-7.394,4.692,1.470
128.601,-0.133,0.761,0.635,0.540,0.841,10.274,0.698,-40.213,-0.467,-0.051,-6.654,7.015,-0.674,-7.387,4.654,1.462
128.601,-0.133,0.760,0.636,0.540,0.841,10.291,0.739,-40.027,-0.465,-0.022,-6.617,7.015,-0.673,-7.381,4.621,1.455
128.661,-0.140,0.767,0.626,0.549,0.836,10.282,0.778,-40.232,-0.473,0.030,-6.594,6.938,-0.727,-7.279,4.689,1.465
128.661,-0.139,0.767,0.627,0.548,0.837,10.300,0.818,-40.044,-0.471,0.057,-6.555,6.937,-0.726,-7.273,4.653,1.458
128.701,-0.141,0.768,0.624,0.549,0.836,10.299,0.859,-40.117,-0.474,0.097,-6.533,7.030,-0.681,-7.374,4.686,1.462
128.701,-0.141,0.768,0.625,0.549,0.836,10.316,0.897,-39.931,-0.472,0.122,-6.495,7.030,-0.680,-7.368,4.651,1.455
128.761,-0.142,0.770,0.622,0.550,0.835,10.305,0.941,-40.128,-0.476,0.170,-6.478,7.038,-0.649,-7.315,4.717,1.465
128.761,-0.142,0.769,0.623,0.550,0.835,10.323,0.977,-39.940,-0.474,0.194,-6.439,7.038,-0.648,-7.309,4.681,1.458
128.761,-0.142,0.769,0.623,0.550,0.835,10.339,1.010,-39.756,-0.472,0.217,-6.401,7.037,-0.647,-7.303,4.648,1.451
128.821,-0.144,0.772,0.620,0.552,0.834,10.328,1.057,-39.952,-0.476,0.257,-6.385,7.030,-0.692,-7.325,4.714,1.462
128.821,-0.144,0.771,0.620,0.552,0.834,10.344,1.089,-39.767,-0.473,0.278,-6.347,7.029,-0.691,-7.320,4.679,1.454
128.881,-0.145,0.773,0.617,0.554,0.833,10.333,1.137,-39.956,-0.476,0.317,-6.331,7.034,-0.646,-7.342,4.742,1.465
128.881,-0.146,0.773,0.618,0.554,0.833,10.349,1.167,-39.769,-0.473,0.337,-6.292,7.033,-0.645,-7.336,4.706,1.458
128.921,-0.146,0.774,0.616,0.555,0.832,10.347,1.210,-39.830,-0.472,0.369,-6.267,7.042,-0.652,-7.309,4.737,1.462
128.921,-0.146,0.773,0.617,0.555,0.832,10.363,1.237,-39.645,-0.469,0.388,-6.228,7.040,-0.651,-7.303,4.703,1.455
128.921,-0.147,0.773,0.617,0.555,0.832,10.379,1.264,-39.463,-0.466,0.406,-6.190,7.039,-0.651,-7.297,4.672,1.448
128.981,-0.147,0.775,0.615,0.558,0.830,10.368,1.314,-39.649,-0.467,0.441,-6.174,7.049,-0.626,-7.307,4.739,1.459
128.981,-0.148,0.774,0.615,0.558,0.830,10.384,1.338,-39.467,-0.464,0.457,-6.136,7.048,-0.626,-7.302,4.705,1.452
129.041,-0.148,0.777,0.611,0.559,0.829,10.374,1.388,-39.645,-0.465,0.491,-6.116,7.022,-0.638,-7.296,4.772,1.463
129.041,-0.147,0.777,0.612,0.558,0.830,10.392,1.410,-39.461,-0.462,0.506,-6.077,7.021,-0.638,-7.289,4.737,1.456
129.081,-0.147,0.779,0.610,0.560,0.829,10.390,1.452,-39.517,-0.460,0.532,-6.051,7.053,-0.641,-7.281,4.769,1.461
129.081,-0.147,0.778,0.610,0.560,0.829,10.407,1.472,-39.335,-0.457,0.547,-6.013,7.051,-0.641,-7.275,4.736,1.454
129.141,-0.155,0.788,0.595,0.569,0.823,10.400,1.521,-39.506,-0.452,0.620,-6.001,7.491,-0.114,-7.097,4.803,1.465
129.141,-0.154,0.788,0.595,0.569,0.823,10.417,1.538,-39.321,-0.449,0.634,-5.961,7.489,-0.115,-7.091,4.769,1.458
129.141,-0.153,0.788,0.596,0.569,0.823,10.434,1.555,-39.142,-0.446,0.646,-5.923,7.487,-0.115,-7.085,4.738,1.451
129.201,-0.158,0.795,0.585,0.574,0.819,10.427,1.609,-39.314,-0.441,0.660,-5.896,6.941,-0.753,-7.175,4.805,1.463
129.201,-0.158,0.795,0.585,0.574,0.819,10.444,1.625,-39.135,-0.438,0.671,-5.858,6.939,-0.753,-7.170,4.772,1.456
129.261,-0.164,0.803,0.574,0.581,0.814,10.437,1.679,-39.300,-0.430,0.688,-5.837,7.076,-0.675,-7.212,4.837,1.467
129.261,-0.163,0.803,0.574,0.581,0.814,10.454,1.692,-39.118,-0.428,0.698,-5.798,7.074,-0.676,-7.207,4.803,1.460
129.301,-0.184,0.822,0.539,0.602,0.799,10.459,1.729,-39.162,-0.428,0.701,-5.761,6.719,-0.825,-7.231,4.837,1.465
129.301,-0.182,0.822,0.539,0.602,0.799,10.476,1.740,-38.980,-0.426,0.712,-5.721,6.716,-0.826,-7.225,4.805,1.458
129.301,-0.181,0.822,0.539,0.601,0.799,10.493,1.752,-38.804,-0.424,0.722,-5.683,6.714,-0.827,-7.219,4.776,1.452
129.361,-0.180,0.825,0.536,0.603,0.798,10.483,1.805,-38.964,-0.408,0.717,-5.658,7.024,-0.625,-7.149,4.838,1.464
129.361,-0.180,0.825,0.536,0.603,0.797,10.498,1.815,-38.787,-0.405,0.724,-5.620,7.021,-0.625,-7.143,4.805,1.457
129.421,-0.180,0.827,0.532,0.605,0.796,10.491,1.867,-38.944,-0.389,0.714,-5.596,7.027,-0.647,-7.167,4.867,1.469
129.421,-0.180,0.827,0.532,0.605,0.796,10.506,1.875,-38.767,-0.385,0.720,-5.558,7.025,-0.648,-7.162,4.834,1.462
129.461,-0.181,0.829,0.529,0.606,0.796,10.507,1.912,-38.812,-0.374,0.713,-5.529,7.011,-0.649,-7.157,4.866,1.467
129.461,-0.181,0.829,0.529,0.606,0.796,10.523,1.919,-38.638,-0.371,0.718,-5.492,7.009,-0.649,-7.152,4.834,1.461
129.461,-0.181,0.829,0.529,0.605,0.796,10.537,1.926,-38.468,-0.368,0.722,-5.456,7.006,-0.649,-7.147,4.806,1.455
129.521,-0.182,0.831,0.525,0.607,0.795,10.530,1.976,-38.621,-0.354,0.708,-5.432,6.997,-0.621,-7.157,4.870,1.467
129.521,-0.182,0.831,0.525,0.607,0.795,10.545,1.982,-38.451,-0.351,0.711,-5.395,6.995,-0.621,-7.153,4.839,1.460
129.581,-0.182,0.834,0.521,0.608,0.794,10.539,2.029,-38.598,-0.336,0.694,-5.370,7.004,-0.650,-7.155,4.902,1.472
129.581,-0.182,0.834,0.521,0.608,0.794,10.554,2.033,-38.425,-0.333,0.697,-5.333,7.001,-0.650,-7.151,4.870,1.466
